day_of_year,station_name,state,latitude,longitude,rainfall_24h_mm,cumulative_72h_mm,source
175,Aizawl District,Mizoram,23.73,92.71,3.52,14.62,IMD_NetCDF_2025
176,Aizawl District,Mizoram,23.73,92.71,15.81,30.16,IMD_NetCDF_2025
177,Aizawl District,Mizoram,23.73,92.71,29.0,48.34,IMD_NetCDF_2025
178,Aizawl District,Mizoram,23.73,92.71,0.0,44.81,IMD_NetCDF_2025
179,Aizawl District,Mizoram,23.73,92.71,3.53,32.53,IMD_NetCDF_2025
180,Aizawl District,Mizoram,23.73,92.71,5.02,8.55,IMD_NetCDF_2025
181,Aizawl District,Mizoram,23.73,92.71,47.35,55.9,IMD_NetCDF_2025
182,Aizawl District,Mizoram,23.73,92.71,19.68,72.05,IMD_NetCDF_2025
183,Aizawl District,Mizoram,23.73,92.71,32.63,99.67,IMD_NetCDF_2025
184,Aizawl District,Mizoram,23.73,92.71,8.65,60.97,IMD_NetCDF_2025
185,Aizawl District,Mizoram,23.73,92.71,5.32,46.61,IMD_NetCDF_2025
186,Aizawl District,Mizoram,23.73,92.71,1.13,15.1,IMD_NetCDF_2025
187,Aizawl District,Mizoram,23.73,92.71,3.41,9.86,IMD_NetCDF_2025
188,Aizawl District,Mizoram,23.73,92.71,17.43,21.97,IMD_NetCDF_2025
189,Aizawl District,Mizoram,23.73,92.71,8.53,29.37,IMD_NetCDF_2025
190,Aizawl District,Mizoram,23.73,92.71,61.93,87.89,IMD_NetCDF_2025
191,Aizawl District,Mizoram,23.73,92.71,12.05,82.51,IMD_NetCDF_2025
192,Aizawl District,Mizoram,23.73,92.71,1.87,75.85,IMD_NetCDF_2025
193,Aizawl District,Mizoram,23.73,92.71,28.68,42.6,IMD_NetCDF_2025
194,Aizawl District,Mizoram,23.73,92.71,0.37,30.92,IMD_NetCDF_2025
195,Aizawl District,Mizoram,23.73,92.71,0.0,29.05,IMD_NetCDF_2025
196,Aizawl District,Mizoram,23.73,92.71,11.1,11.47,IMD_NetCDF_2025
197,Aizawl District,Mizoram,23.73,92.71,0.31,11.41,IMD_NetCDF_2025
198,Aizawl District,Mizoram,23.73,92.71,5.36,16.77,IMD_NetCDF_2025
199,Aizawl District,Mizoram,23.73,92.71,1.43,7.09,IMD_NetCDF_2025
200,Aizawl District,Mizoram,23.73,92.71,3.21,10.0,IMD_NetCDF_2025
201,Aizawl District,Mizoram,23.73,92.71,63.56,68.2,IMD_NetCDF_2025
202,Aizawl District,Mizoram,23.73,92.71,9.5,76.27,IMD_NetCDF_2025
203,Aizawl District,Mizoram,23.73,92.71,41.1,114.15,IMD_NetCDF_2025
204,Aizawl District,Mizoram,23.73,92.71,30.52,81.12,IMD_NetCDF_2025
205,Aizawl District,Mizoram,23.73,92.71,1.41,73.03,IMD_NetCDF_2025
206,Aizawl District,Mizoram,23.73,92.71,2.27,34.2,IMD_NetCDF_2025
207,Aizawl District,Mizoram,23.73,92.71,24.88,28.56,IMD_NetCDF_2025
208,Aizawl District,Mizoram,23.73,92.71,3.43,30.58,IMD_NetCDF_2025
209,Aizawl District,Mizoram,23.73,92.71,3.48,31.79,IMD_NetCDF_2025
210,Aizawl District,Mizoram,23.73,92.71,6.71,13.62,IMD_NetCDF_2025
211,Aizawl District,Mizoram,23.73,92.71,21.01,31.2,IMD_NetCDF_2025
212,Aizawl District,Mizoram,23.73,92.71,1.74,29.47,IMD_NetCDF_2025
213,Aizawl District,Mizoram,23.73,92.71,1.25,24.0,IMD_NetCDF_2025
214,Aizawl District,Mizoram,23.73,92.71,24.87,27.86,IMD_NetCDF_2025
215,Aizawl District,Mizoram,23.73,92.71,3.2,29.32,IMD_NetCDF_2025
216,Aizawl District,Mizoram,23.73,92.71,29.92,57.99,IMD_NetCDF_2025
217,Aizawl District,Mizoram,23.73,92.71,34.98,68.11,IMD_NetCDF_2025
218,Aizawl District,Mizoram,23.73,92.71,19.26,84.16,IMD_NetCDF_2025
219,Aizawl District,Mizoram,23.73,92.71,0.75,54.99,IMD_NetCDF_2025
220,Aizawl District,Mizoram,23.73,92.71,1.8,21.81,IMD_NetCDF_2025
221,Aizawl District,Mizoram,23.73,92.71,1.49,4.04,IMD_NetCDF_2025
222,Aizawl District,Mizoram,23.73,92.71,0.36,3.65,IMD_NetCDF_2025
223,Aizawl District,Mizoram,23.73,92.71,0.0,1.85,IMD_NetCDF_2025
224,Aizawl District,Mizoram,23.73,92.71,1.69,2.06,IMD_NetCDF_2025
225,Aizawl District,Mizoram,23.73,92.71,23.72,25.42,IMD_NetCDF_2025
226,Aizawl District,Mizoram,23.73,92.71,9.7,35.11,IMD_NetCDF_2025
227,Aizawl District,Mizoram,23.73,92.71,15.2,48.62,IMD_NetCDF_2025
228,Aizawl District,Mizoram,23.73,92.71,8.89,33.79,IMD_NetCDF_2025
229,Aizawl District,Mizoram,23.73,92.71,7.75,31.84,IMD_NetCDF_2025
230,Aizawl District,Mizoram,23.73,92.71,2.0,18.64,IMD_NetCDF_2025
231,Aizawl District,Mizoram,23.73,92.71,7.3,17.05,IMD_NetCDF_2025
232,Aizawl District,Mizoram,23.73,92.71,19.96,29.26,IMD_NetCDF_2025
233,Aizawl District,Mizoram,23.73,92.71,4.71,31.97,IMD_NetCDF_2025
234,Aizawl District,Mizoram,23.73,92.71,2.18,26.85,IMD_NetCDF_2025
235,Aizawl District,Mizoram,23.73,92.71,2.2,9.08,IMD_NetCDF_2025
236,Aizawl District,Mizoram,23.73,92.71,6.06,10.44,IMD_NetCDF_2025
237,Aizawl District,Mizoram,23.73,92.71,3.01,11.27,IMD_NetCDF_2025
238,Aizawl District,Mizoram,23.73,92.71,38.81,47.89,IMD_NetCDF_2025
239,Aizawl District,Mizoram,23.73,92.71,38.58,80.4,IMD_NetCDF_2025
240,Aizawl District,Mizoram,23.73,92.71,22.27,99.66,IMD_NetCDF_2025
241,Aizawl District,Mizoram,23.73,92.71,1.86,62.71,IMD_NetCDF_2025
242,Aizawl District,Mizoram,23.73,92.71,18.57,42.7,IMD_NetCDF_2025
243,Aizawl District,Mizoram,23.73,92.71,25.05,45.48,IMD_NetCDF_2025
244,Aizawl District,Mizoram,23.73,92.71,0.92,44.54,IMD_NetCDF_2025
245,Aizawl District,Mizoram,23.73,92.71,0.82,26.79,IMD_NetCDF_2025
246,Aizawl District,Mizoram,23.73,92.71,28.66,30.4,IMD_NetCDF_2025
247,Aizawl District,Mizoram,23.73,92.71,22.74,52.22,IMD_NetCDF_2025
248,Aizawl District,Mizoram,23.73,92.71,11.23,62.64,IMD_NetCDF_2025
249,Aizawl District,Mizoram,23.73,92.71,6.22,40.19,IMD_NetCDF_2025
250,Aizawl District,Mizoram,23.73,92.71,29.81,47.26,IMD_NetCDF_2025
251,Aizawl District,Mizoram,23.73,92.71,0.81,36.83,IMD_NetCDF_2025
252,Aizawl District,Mizoram,23.73,92.71,0.0,30.61,IMD_NetCDF_2025
253,Aizawl District,Mizoram,23.73,92.71,4.53,5.34,IMD_NetCDF_2025
254,Aizawl District,Mizoram,23.73,92.71,0.65,5.18,IMD_NetCDF_2025
255,Aizawl District,Mizoram,23.73,92.71,17.27,22.44,IMD_NetCDF_2025
256,Aizawl District,Mizoram,23.73,92.71,9.52,27.44,IMD_NetCDF_2025
257,Aizawl District,Mizoram,23.73,92.71,28.99,55.78,IMD_NetCDF_2025
258,Aizawl District,Mizoram,23.73,92.71,34.5,73.01,IMD_NetCDF_2025
259,Aizawl District,Mizoram,23.73,92.71,11.01,74.49,IMD_NetCDF_2025
260,Aizawl District,Mizoram,23.73,92.71,0.46,45.97,IMD_NetCDF_2025
261,Aizawl District,Mizoram,23.73,92.71,11.56,23.04,IMD_NetCDF_2025
262,Aizawl District,Mizoram,23.73,92.71,0.0,12.03,IMD_NetCDF_2025
263,Aizawl District,Mizoram,23.73,92.71,7.92,19.48,IMD_NetCDF_2025
264,Aizawl District,Mizoram,23.73,92.71,0.28,8.19,IMD_NetCDF_2025
265,Aizawl District,Mizoram,23.73,92.71,5.52,13.71,IMD_NetCDF_2025
266,Aizawl District,Mizoram,23.73,92.71,8.74,14.53,IMD_NetCDF_2025
267,Aizawl District,Mizoram,23.73,92.71,33.27,47.53,IMD_NetCDF_2025
268,Aizawl District,Mizoram,23.73,92.71,3.22,45.23,IMD_NetCDF_2025
269,Aizawl District,Mizoram,23.73,92.71,0.0,36.49,IMD_NetCDF_2025
270,Aizawl District,Mizoram,23.73,92.71,16.52,19.74,IMD_NetCDF_2025
271,Aizawl District,Mizoram,23.73,92.71,1.28,17.8,IMD_NetCDF_2025
272,Aizawl District,Mizoram,23.73,92.71,0.0,17.8,IMD_NetCDF_2025
273,Aizawl District,Mizoram,23.73,92.71,0.0,1.28,IMD_NetCDF_2025
274,Aizawl District,Mizoram,23.73,92.71,4.78,4.78,IMD_NetCDF_2025
275,Aizawl District,Mizoram,23.73,92.71,23.18,27.96,IMD_NetCDF_2025
276,Aizawl District,Mizoram,23.73,92.71,16.25,44.21,IMD_NetCDF_2025
277,Aizawl District,Mizoram,23.73,92.71,1.71,41.13,IMD_NetCDF_2025
278,Aizawl District,Mizoram,23.73,92.71,0.0,17.96,IMD_NetCDF_2025
279,Aizawl District,Mizoram,23.73,92.71,0.0,1.71,IMD_NetCDF_2025
280,Aizawl District,Mizoram,23.73,92.71,1.53,1.53,IMD_NetCDF_2025
281,Aizawl District,Mizoram,23.73,92.71,3.45,4.97,IMD_NetCDF_2025
282,Aizawl District,Mizoram,23.73,92.71,34.39,39.37,IMD_NetCDF_2025
283,Aizawl District,Mizoram,23.73,92.71,6.43,44.27,IMD_NetCDF_2025
284,Aizawl District,Mizoram,23.73,92.71,17.89,58.71,IMD_NetCDF_2025
285,Aizawl District,Mizoram,23.73,92.71,4.6,28.92,IMD_NetCDF_2025
286,Aizawl District,Mizoram,23.73,92.71,1.91,24.4,IMD_NetCDF_2025
287,Aizawl District,Mizoram,23.73,92.71,0.0,6.51,IMD_NetCDF_2025
288,Aizawl District,Mizoram,23.73,92.71,0.0,1.91,IMD_NetCDF_2025
289,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
290,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
291,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
292,Aizawl District,Mizoram,23.73,92.71,0.2,0.2,IMD_NetCDF_2025
293,Aizawl District,Mizoram,23.73,92.71,0.0,0.2,IMD_NetCDF_2025
294,Aizawl District,Mizoram,23.73,92.71,0.0,0.2,IMD_NetCDF_2025
295,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
296,Aizawl District,Mizoram,23.73,92.71,12.93,12.93,IMD_NetCDF_2025
297,Aizawl District,Mizoram,23.73,92.71,11.84,24.77,IMD_NetCDF_2025
298,Aizawl District,Mizoram,23.73,92.71,0.0,24.77,IMD_NetCDF_2025
299,Aizawl District,Mizoram,23.73,92.71,0.0,11.84,IMD_NetCDF_2025
300,Aizawl District,Mizoram,23.73,92.71,0.15,0.15,IMD_NetCDF_2025
301,Aizawl District,Mizoram,23.73,92.71,1.11,1.26,IMD_NetCDF_2025
302,Aizawl District,Mizoram,23.73,92.71,0.0,1.26,IMD_NetCDF_2025
303,Aizawl District,Mizoram,23.73,92.71,0.34,1.45,IMD_NetCDF_2025
304,Aizawl District,Mizoram,23.73,92.71,0.0,0.34,IMD_NetCDF_2025
305,Aizawl District,Mizoram,23.73,92.71,0.0,0.34,IMD_NetCDF_2025
306,Aizawl District,Mizoram,23.73,92.71,0.19,0.19,IMD_NetCDF_2025
307,Aizawl District,Mizoram,23.73,92.71,6.83,7.02,IMD_NetCDF_2025
308,Aizawl District,Mizoram,23.73,92.71,0.0,7.02,IMD_NetCDF_2025
309,Aizawl District,Mizoram,23.73,92.71,9.96,16.79,IMD_NetCDF_2025
310,Aizawl District,Mizoram,23.73,92.71,27.14,37.1,IMD_NetCDF_2025
311,Aizawl District,Mizoram,23.73,92.71,4.9,42.0,IMD_NetCDF_2025
312,Aizawl District,Mizoram,23.73,92.71,0.0,32.03,IMD_NetCDF_2025
313,Aizawl District,Mizoram,23.73,92.71,0.0,4.9,IMD_NetCDF_2025
314,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
315,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
316,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
317,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
318,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
319,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
320,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
321,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
322,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
323,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
324,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
325,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
326,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
327,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
328,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
329,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
330,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
331,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
332,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
333,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
334,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
335,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
336,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
337,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
338,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
339,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
340,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
341,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
342,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
343,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
344,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
345,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
346,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
347,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
348,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
349,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
350,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
351,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
352,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
353,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
354,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
355,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
356,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
357,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
358,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
359,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
360,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
361,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
362,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
363,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
364,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
365,Aizawl District,Mizoram,23.73,92.71,0.0,0.0,IMD_NetCDF_2025
1,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
2,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
3,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
4,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
5,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
6,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
7,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
8,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
9,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
10,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
11,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
12,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
13,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
14,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
15,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
16,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
17,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
18,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
19,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
20,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
21,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
22,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
23,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
24,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
25,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
26,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
27,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
28,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
29,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
30,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
31,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
32,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
33,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
34,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
35,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
36,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
37,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
38,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
39,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
40,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
41,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
42,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
43,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
44,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
45,Dima Hasao (Haflong),Assam,25.16,93.01,0.25,0.25,IMD_NetCDF_2025
46,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.25,IMD_NetCDF_2025
47,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.25,IMD_NetCDF_2025
48,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
49,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
50,Dima Hasao (Haflong),Assam,25.16,93.01,1.76,1.76,IMD_NetCDF_2025
51,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,1.76,IMD_NetCDF_2025
52,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,1.76,IMD_NetCDF_2025
53,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
54,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
55,Dima Hasao (Haflong),Assam,25.16,93.01,0.75,0.75,IMD_NetCDF_2025
56,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.75,IMD_NetCDF_2025
57,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.75,IMD_NetCDF_2025
58,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
59,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
60,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
61,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
62,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
63,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
64,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
65,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
66,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
67,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
68,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
69,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
70,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
71,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
72,Dima Hasao (Haflong),Assam,25.16,93.01,0.53,0.53,IMD_NetCDF_2025
73,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.53,IMD_NetCDF_2025
74,Dima Hasao (Haflong),Assam,25.16,93.01,0.35,0.88,IMD_NetCDF_2025
75,Dima Hasao (Haflong),Assam,25.16,93.01,0.24,0.59,IMD_NetCDF_2025
76,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.59,IMD_NetCDF_2025
77,Dima Hasao (Haflong),Assam,25.16,93.01,18.51,18.75,IMD_NetCDF_2025
78,Dima Hasao (Haflong),Assam,25.16,93.01,0.74,19.25,IMD_NetCDF_2025
79,Dima Hasao (Haflong),Assam,25.16,93.01,0.32,19.57,IMD_NetCDF_2025
80,Dima Hasao (Haflong),Assam,25.16,93.01,2.07,3.13,IMD_NetCDF_2025
81,Dima Hasao (Haflong),Assam,25.16,93.01,4.71,7.1,IMD_NetCDF_2025
82,Dima Hasao (Haflong),Assam,25.16,93.01,4.15,10.93,IMD_NetCDF_2025
83,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,8.86,IMD_NetCDF_2025
84,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,4.15,IMD_NetCDF_2025
85,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
86,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
87,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
88,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
89,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
90,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,0.0,IMD_NetCDF_2025
91,Dima Hasao (Haflong),Assam,25.16,93.01,0.64,0.64,IMD_NetCDF_2025
92,Dima Hasao (Haflong),Assam,25.16,93.01,6.58,7.22,IMD_NetCDF_2025
93,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,7.22,IMD_NetCDF_2025
94,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,6.58,IMD_NetCDF_2025
95,Dima Hasao (Haflong),Assam,25.16,93.01,0.6,0.6,IMD_NetCDF_2025
96,Dima Hasao (Haflong),Assam,25.16,93.01,4.9,5.5,IMD_NetCDF_2025
97,Dima Hasao (Haflong),Assam,25.16,93.01,7.42,12.93,IMD_NetCDF_2025
98,Dima Hasao (Haflong),Assam,25.16,93.01,2.02,14.34,IMD_NetCDF_2025
99,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,9.44,IMD_NetCDF_2025
100,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,2.02,IMD_NetCDF_2025
101,Dima Hasao (Haflong),Assam,25.16,93.01,3.66,3.66,IMD_NetCDF_2025
102,Dima Hasao (Haflong),Assam,25.16,93.01,8.04,11.7,IMD_NetCDF_2025
103,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,11.7,IMD_NetCDF_2025
104,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,8.04,IMD_NetCDF_2025
105,Dima Hasao (Haflong),Assam,25.16,93.01,0.74,0.74,IMD_NetCDF_2025
106,Dima Hasao (Haflong),Assam,25.16,93.01,0.78,1.52,IMD_NetCDF_2025
107,Dima Hasao (Haflong),Assam,25.16,93.01,4.19,5.72,IMD_NetCDF_2025
108,Dima Hasao (Haflong),Assam,25.16,93.01,0.96,5.93,IMD_NetCDF_2025
109,Dima Hasao (Haflong),Assam,25.16,93.01,0.17,5.32,IMD_NetCDF_2025
110,Dima Hasao (Haflong),Assam,25.16,93.01,0.87,1.99,IMD_NetCDF_2025
111,Dima Hasao (Haflong),Assam,25.16,93.01,0.17,1.2,IMD_NetCDF_2025
112,Dima Hasao (Haflong),Assam,25.16,93.01,0.13,1.16,IMD_NetCDF_2025
113,Dima Hasao (Haflong),Assam,25.16,93.01,1.11,1.41,IMD_NetCDF_2025
114,Dima Hasao (Haflong),Assam,25.16,93.01,1.08,2.31,IMD_NetCDF_2025
115,Dima Hasao (Haflong),Assam,25.16,93.01,0.0,2.19,IMD_NetCDF_2025
